Wavenumbers,Water,Wavenumbers,Potato (raw tuber),Wavenumbers,"Potato (raw tuber, fingerprint region)",Wavenumbers,Water (fingerprint region),Wavenumbers,"Coffee (Arabica extract, freeze-dried, DRIFT sampling, fingerprint region)",Wavenumbers,"Coffee (Robusta extract, freeze-dried, DRIFT sampling, fingerprint region)",Wavenumbers,Red Wine (Australian Cabernet Sauvignon),Wavenumbers,Ethanol,Wavenumbers,"Amylose (type III, from potato)",Wavenumbers,Amylopectin (from potato),Wavenumbers,"Amylose (type III, from potato, fingerprint region)",Wavenumbers,"Amylopectin (from potato, fingerprint region)",Wavenumbers,Ham,Wavenumbers,"Olive oil (extra virgin, Greek)",Wavenumbers,"Olive oil (extra virgin, Greek)",Wavenumbers,"Olive oil (extra virgin, Greek)",Wavenumbers,"Chicken, fresh raw minced",Wavenumbers,"Pork, fresh raw minced",Wavenumbers,"Turkey, fresh raw minced",Wavenumbers,Grapeseed Oil,Wavenumbers,Grapeseed Oil,Wavenumbers,Groundnut oil,Wavenumbers,Groundnut oil,Wavenumbers,Walnut oil,Wavenumbers,Walnut oil,Wavenumbers,Rice bran oil,Wavenumbers,Rice bran oil,Wavenumbers,Corn oil,Wavenumbers,Corn oil,Wavenumbers,Extra Virgin Avocado Oil,Wavenumbers,Extra Virgin Avocado Oil,Wavenumbers,Rapeseed oil,Wavenumbers,Rapeseed oil,Wavenumbers,Sunflower Oil,Wavenumbers,Sunflower Oil,Wavenumbers,Toasted sesame oil,Wavenumbers,Toasted sesame oil,Wavenumbers,Hemp oil,Wavenumbers,Hemp oil,Wavenumbers,Hazelnut oil,Wavenumbers,Hazelnut oil,Wavenumbers,Soya oil,Wavenumbers,Soya oil,Wavenumbers,Sweet almond oil,Wavenumbers,Sweet almond oil,Wavenumbers,Coconut oil,Wavenumbers,Coconut oil,Wavenumbers,Lard,Wavenumbers,Lard,Wavenumbers,Vegetable fat,Wavenumbers,Vegetable fat,Wavenumbers,Caffeine (powder),Wavenumbers,Coffee - Ground roast robusta beans,Wavenumbers,Coffee - Ground roast blend - Decaffeinated
1823.878000,0.013202,1823.878000,0.030940,1823.878000,0.030940,1823.878000,0.013202,,,,,,,,,1823.878000,0.027995,1823.878000,0.021382,1823.878000,0.027995,1823.878000,0.021382,,,,,1823.878000,0.002454,1823.878000,0.002454,,,,,,,1823.87800000,0.00265685,1823.87800000,0.00265685,1823.87800000,0.00341667,1823.87800000,0.00341667,1823.878000,0.003537,1823.878000,0.003537,1823.878000,0.002719,1823.878000,0.002719,1823.878000,0.002817,1823.878000,0.002817,1823.878000,0.002649,1823.878000,0.002649,1823.878000,0.002750,1823.878000,0.002750,1823.878000,0.002907,1823.878000,0.002907,1823.878000,0.002824,1823.878000,0.002824,1823.878000,0.003034,1823.878000,0.003034,1823.878000,0.002722,1823.878000,0.002722,1823.878000,0.002874,1823.878000,0.002874,1823.878000,0.002785,1823.878000,0.002785,1823.87800,0.00349,1823.87800,0.00349,1823.878000,-0.001986,1823.878000,-0.001986,1823.878000,0.002540,1823.878000,0.002540,,,,,,
1824.360000,0.013206,1824.360000,0.030931,1824.360000,0.030931,1824.360000,0.013206,,,,,,,,,1824.360000,0.027960,1824.360000,0.021374,1824.360000,0.027960,1824.360000,0.021374,,,,,1824.360000,0.002391,1824.360000,0.002391,,,,,,,1824.36000000,0.00264721,1824.36000000,0.00264721,1824.36000000,0.00342158,1824.36000000,0.00342158,1824.360000,0.003507,1824.360000,0.003507,1824.360000,0.002687,1824.360000,0.002687,1824.360000,0.002799,1824.360000,0.002799,1824.360000,0.002614,1824.360000,0.002614,1824.360000,0.002761,1824.360000,0.002761,1824.360000,0.002896,1824.360000,0.002896,1824.360000,0.002791,1824.360000,0.002791,1824.360000,0.003013,1824.360000,0.003013,1824.360000,0.002662,1824.360000,0.002662,1824.360000,0.002844,1824.360000,0.002844,1824.360000,0.002769,1824.360000,0.002769,1824.36000,0.00343,1824.36000,0.00343,1824.360000,-0.002045,1824.360000,-0.002045,1824.360000,0.002527,1824.360000,0.002527,,,,,,
1824.842000,0.013192,1824.842000,0.030935,1824.842000,0.030935,1824.842000,0.013192,,,,,,,,,1824.842000,0.027929,1824.842000,0.021348,1824.842000,0.027929,1824.842000,0.021348,,,,,1824.842000,0.002325,1824.842000,0.002325,,,,,,,1824.84200000,0.00264508,1824.84200000,0.00264508,1824.84200000,0.00340966,1824.84200000,0.00340966,1824.842000,0.003477,1824.842000,0.003477,1824.842000,0.002653,1824.842000,0.002653,1824.842000,0.002782,1824.842000,0.002782,1824.842000,0.002585,1824.842000,0.002585,1824.842000,0.002776,1824.842000,0.002776,1824.842000,0.002879,1824.842000,0.002879,1824.842000,0.002760,1824.842000,0.002760,1824.842000,0.002986,1824.842000,0.002986,1824.842000,0.002614,1824.842000,0.002614,1824.842000,0.002824,1824.842000,0.002824,1824.842000,0.002747,1824.842000,0.002747,1824.84200,0.00339,1824.84200,0.00339,1824.842000,-0.002098,1824.842000,-0.002098,1824.842000,0.002521,1824.842000,0.002521,,,,,,
1825.324000,0.013160,1825.324000,0.030948,1825.324000,0.030948,1825.324000,0.013160,,,,,,,,,1825.324000,0.027909,1825.324000,0.021306,1825.324000,0.027909,1825.324000,0.021306,,,,,1825.324000,0.002260,1825.324000,0.002260,,,,,,,1825.32400000,0.00264374,1825.32400000,0.00264374,1825.32400000,0.00338184,1825.32400000,0.00338184,1825.324000,0.003447,1825.324000,0.003447,1825.324000,0.002617,1825.324000,0.002617,1825.324000,0.002767,1825.324000,0.002767,1825.324000,0.002561,1825.324000,0.002561,1825.324000,0.002790,1825.324000,0.002790,1825.324000,0.002860,1825.324000,0.002860,1825.324000,0.002732,1825.324000,0.002732,1825.324000,0.002952,1825.324000,0.002952,1825.324000,0.002581,1825.324000,0.002581,1825.324000,0.002809,1825.324000,0.002809,1825.324000,0.002717,1825.324000,0.002717,1825.32400,0.00335,1825.32400,0.00335,1825.324000,-0.002143,1825.324000,-0.002143,1825.324000,0.002519,1825.324000,0.002519,,,,,,
1825.806000,0.013115,1825.806000,0.030962,1825.806000,0.030962,1825.806000,0.013115,,,,,,,,,1825.806000,0.027906,1825.806000,0.021258,1825.806000,0.027906,1825.806000,0.021258,,,,,1825.806000,0.002202,1825.806000,0.002202,,,,,,,1825.80600000,0.00263524,1825.80600000,0.00263524,1825.80600000,0.00334370,1825.80600000,0.00334370,1825.806000,0.003421,1825.806000,0.003421,1825.806000,0.002576,1825.806000,0.002576,1825.806000,0.002750,1825.806000,0.002750,1825.806000,0.002541,1825.806000,0.002541,1825.806000,0.002797,1825.806000,0.002797,1825.806000,0.002843,1825.806000,0.002843,1825.806000,0.002705,1825.806000,0.002705,1825.806000,0.002910,1825.806000,0.002910,1825.806000,0.002556,1825.806000,0.002556,1825.806000,0.002791,1825.806000,0.002791,1825.806000,0.002678,1825.806000,0.002678,1825.80600,0.00330,1825.80600,0.00330,1825.806000,-0.002179,1825.806000,-0.002179,1825.806000,0.002515,1825.806000,0.002515,,,,,,
1826.288000,0.013067,1826.288000,0.030969,1826.288000,0.030969,1826.288000,0.013067,,,,,,,,,1826.288000,0.027920,1826.288000,0.021212,1826.288000,0.027920,1826.288000,0.021212,,,,,1826.288000,0.002151,1826.288000,0.002151,,,,,,,1826.28800000,0.00261318,1826.28800000,0.00261318,1826.28800000,0.00330381,1826.28800000,0.00330381,1826.288000,0.003396,1826.288000,0.003396,1826.288000,0.002530,1826.288000,0.002530,1826.288000,0.002726,1826.288000,0.002726,1826.288000,0.002525,1826.288000,0.002525,1826.288000,0.002790,1826.288000,0.002790,1826.288000,0.002827,1826.288000,0.002827,1826.288000,0.002677,1826.288000,0.002677,1826.288000,0.002858,1826.288000,0.002858,1826.288000,0.002533,1826.288000,0.002533,1826.288000,0.002759,1826.288000,0.002759,1826.288000,0.002632,1826.288000,0.002632,1826.28800,0.00325,1826.28800,0.00325,1826.288000,-0.002208,1826.288000,-0.002208,1826.288000,0.002503,1826.288000,0.002503,,,,,,
1826.770000,0.013027,1826.770000,0.030964,1826.770000,0.030964,1826.770000,0.013027,,,,,,,,,1826.770000,0.027946,1826.770000,0.021178,1826.770000,0.027946,1826.770000,0.021178,,,,,1826.770000,0.002109,1826.770000,0.002109,,,,,,,1826.77000000,0.00257548,1826.77000000,0.00257548,1826.77000000,0.00327172,1826.77000000,0.00327172,1826.770000,0.003373,1826.770000,0.003373,1826.770000,0.002482,1826.770000,0.002482,1826.770000,0.002691,1826.770000,0.002691,1826.770000,0.002513,1826.770000,0.002513,1826.770000,0.002764,1826.770000,0.002764,1826.770000,0.002809,1826.770000,0.002809,1826.770000,0.002644,1826.770000,0.002644,1826.770000,0.002798,1826.770000,0.002798,1826.770000,0.002503,1826.770000,0.002503,1826.770000,0.002709,1826.770000,0.002709,1826.770000,0.002580,1826.770000,0.002580,1826.77000,0.00319,1826.77000,0.00319,1826.770000,-0.002230,1826.770000,-0.002230,1826.770000,0.002481,1826.770000,0.002481,,,,,,
1827.252000,0.013003,1827.252000,0.030946,1827.252000,0.030946,1827.252000,0.013003,,,,,,,,,1827.252000,0.027978,1827.252000,0.021164,1827.252000,0.027978,1827.252000,0.021164,,,,,1827.252000,0.002077,1827.252000,0.002077,,,,,,,1827.25200000,0.00252495,1827.25200000,0.00252495,1827.25200000,0.00325523,1827.25200000,0.00325523,1827.252000,0.003349,1827.252000,0.003349,1827.252000,0.002438,1827.252000,0.002438,1827.252000,0.002642,1827.252000,0.002642,1827.252000,0.002506,1827.252000,0.002506,1827.252000,0.002720,1827.252000,0.002720,1827.252000,0.002786,1827.252000,0.002786,1827.252000,0.002604,1827.252000,0.002604,1827.252000,0.002731,1827.252000,0.002731,1827.252000,0.002461,1827.252000,0.002461,1827.252000,0.002638,1827.252000,0.002638,1827.252000,0.002526,1827.252000,0.002526,1827.25200,0.00312,1827.25200,0.00312,1827.252000,-0.002246,1827.252000,-0.002246,1827.252000,0.002452,1827.252000,0.002452,,,,,,
1827.735000,0.012997,1827.735000,0.030919,1827.735000,0.030919,1827.735000,0.012997,,,,,,,,,1827.735000,0.028007,1827.735000,0.021169,1827.735000,0.028007,1827.735000,0.021169,,,,,1827.735000,0.002055,1827.735000,0.002055,,,,,,,1827.73500000,0.00246773,1827.73500000,0.00246773,1827.73500000,0.00325807,1827.73500000,0.00325807,1827.735000,0.003321,1827.735000,0.003321,1827.735000,0.002403,1827.735000,0.002403,1827.735000,0.002582,1827.735000,0.002582,1827.735000,0.002501,1827.735000,0.002501,1827.735000,0.002662,1827.735000,0.002662,1827.735000,0.002753,1827.735000,0.002753,1827.735000,0.002557,1827.735000,0.002557,1827.735000,0.002661,1827.735000,0.002661,1827.735000,0.002408,1827.735000,0.002408,1827.735000,0.002555,1827.735000,0.002555,1827.735000,0.002475,1827.735000,0.002475,1827.73500,0.00306,1827.73500,0.00306,1827.735000,-0.002260,1827.735000,-0.002260,1827.735000,0.002420,1827.735000,0.002420,,,,,,
1828.217000,0.013004,1828.217000,0.030887,1828.217000,0.030887,1828.217000,0.013004,,,,,,,,,1828.217000,0.028026,1828.217000,0.021189,1828.217000,0.028026,1828.217000,0.021189,,,,,1828.217000,0.002042,1828.217000,0.002042,,,,,,,1828.21700000,0.00241085,1828.21700000,0.00241085,1828.21700000,0.00327883,1828.21700000,0.00327883,1828.217000,0.003286,1828.217000,0.003286,1828.217000,0.002379,1828.217000,0.002379,1828.217000,0.002515,1828.217000,0.002515,1828.217000,0.002496,1828.217000,0.002496,1828.217000,0.002598,1828.217000,0.002598,1828.217000,0.002711,1828.217000,0.002711,1828.217000,0.002504,1828.217000,0.002504,1828.217000,0.002592,1828.217000,0.002592,1828.217000,0.002351,1828.217000,0.002351,1828.217000,0.002468,1828.217000,0.002468,1828.217000,0.002430,1828.217000,0.002430,1828.21700,0.00301,1828.21700,0.00301,1828.217000,-0.002274,1828.217000,-0.002274,1828.217000,0.002390,1828.217000,0.002390,,,,,,
1828.699000,0.013013,1828.699000,0.030855,1828.699000,0.030855,1828.699000,0.013013,,,,,,,,,1828.699000,0.028028,1828.699000,0.021215,1828.699000,0.028028,1828.699000,0.021215,,,,,1828.699000,0.002038,1828.699000,0.002038,,,,,,,1828.69900000,0.00235974,1828.69900000,0.00235974,1828.69900000,0.00330992,1828.69900000,0.00330992,1828.699000,0.003240,1828.699000,0.003240,1828.699000,0.002369,1828.699000,0.002369,1828.699000,0.002451,1828.699000,0.002451,1828.699000,0.002487,1828.699000,0.002487,1828.699000,0.002533,1828.699000,0.002533,1828.699000,0.002663,1828.699000,0.002663,1828.699000,0.002452,1828.699000,0.002452,1828.699000,0.002527,1828.699000,0.002527,1828.699000,0.002297,1828.699000,0.002297,1828.699000,0.002389,1828.699000,0.002389,1828.699000,0.002393,1828.699000,0.002393,1828.69900,0.00297,1828.69900,0.00297,1828.699000,-0.002295,1828.699000,-0.002295,1828.699000,0.002365,1828.699000,0.002365,,,,,,
1829.181000,0.013012,1829.181000,0.030822,1829.181000,0.030822,1829.181000,0.013012,,,,,,,,,1829.181000,0.028007,1829.181000,0.021232,1829.181000,0.028007,1829.181000,0.021232,,,,,1829.181000,0.002039,1829.181000,0.002039,,,,,,,1829.18100000,0.00231627,1829.18100000,0.00231627,1829.18100000,0.00333906,1829.18100000,0.00333906,1829.181000,0.003181,1829.181000,0.003181,1829.181000,0.002367,1829.181000,0.002367,1829.181000,0.002396,1829.181000,0.002396,1829.181000,0.002470,1829.181000,0.002470,1829.181000,0.002473,1829.181000,0.002473,1829.181000,0.002615,1829.181000,0.002615,1829.181000,0.002403,1829.181000,0.002403,1829.181000,0.002469,1829.181000,0.002469,1829.181000,0.002254,1829.181000,0.002254,1829.181000,0.002327,1829.181000,0.002327,1829.181000,0.002361,1829.181000,0.002361,1829.18100,0.00294,1829.18100,0.00294,1829.181000,-0.002326,1829.181000,-0.002326,1829.181000,0.002345,1829.181000,0.002345,,,,,,
1829.663000,0.012995,1829.663000,0.030784,1829.663000,0.030784,1829.663000,0.012995,,,,,,,,,1829.663000,0.027961,1829.663000,0.021228,1829.663000,0.027961,1829.663000,0.021228,,,,,1829.663000,0.002040,1829.663000,0.002040,,,,,,,1829.66300000,0.00227890,1829.66300000,0.00227890,1829.66300000,0.00335222,1829.66300000,0.00335222,1829.663000,0.003107,1829.663000,0.003107,1829.663000,0.002370,1829.663000,0.002370,1829.663000,0.002356,1829.663000,0.002356,1829.663000,0.002443,1829.663000,0.002443,1829.663000,0.002419,1829.663000,0.002419,1829.663000,0.002571,1829.663000,0.002571,1829.663000,0.002362,1829.663000,0.002362,1829.663000,0.002420,1829.663000,0.002420,1829.663000,0.002225,1829.663000,0.002225,1829.663000,0.002287,1829.663000,0.002287,1829.663000,0.002332,1829.663000,0.002332,1829.66300,0.00292,1829.66300,0.00292,1829.663000,-0.002371,1829.663000,-0.002371,1829.663000,0.002326,1829.663000,0.002326,,,,,,
1830.145000,0.012958,1830.145000,0.030735,1830.145000,0.030735,1830.145000,0.012958,,,,,,,,,1830.145000,0.027894,1830.145000,0.021194,1830.145000,0.027894,1830.145000,0.021194,,,,,1830.145000,0.002037,1830.145000,0.002037,,,,,,,1830.14500000,0.00224502,1830.14500000,0.00224502,1830.14500000,0.00333643,1830.14500000,0.00333643,1830.145000,0.003021,1830.145000,0.003021,1830.145000,0.002372,1830.145000,0.002372,1830.145000,0.002330,1830.145000,0.002330,1830.145000,0.002408,1830.145000,0.002408,1830.145000,0.002371,1830.145000,0.002371,1830.145000,0.002535,1830.145000,0.002535,1830.145000,0.002329,1830.145000,0.002329,1830.145000,0.002379,1830.145000,0.002379,1830.145000,0.002207,1830.145000,0.002207,1830.145000,0.002267,1830.145000,0.002267,1830.145000,0.002303,1830.145000,0.002303,1830.14500,0.00288,1830.14500,0.00288,1830.145000,-0.002428,1830.145000,-0.002428,1830.145000,0.002305,1830.145000,0.002305,,,,,,
1830.627000,0.012906,1830.627000,0.030672,1830.627000,0.030672,1830.627000,0.012906,,,,,,,,,1830.627000,0.027812,1830.627000,0.021129,1830.627000,0.027812,1830.627000,0.021129,,,,,1830.627000,0.002024,1830.627000,0.002024,,,,,,,1830.62700000,0.00221232,1830.62700000,0.00221232,1830.62700000,0.00328437,1830.62700000,0.00328437,1830.627000,0.002931,1830.627000,0.002931,1830.627000,0.002367,1830.627000,0.002367,1830.627000,0.002316,1830.627000,0.002316,1830.627000,0.002369,1830.627000,0.002369,1830.627000,0.002325,1830.627000,0.002325,1830.627000,0.002504,1830.627000,0.002504,1830.627000,0.002304,1830.627000,0.002304,1830.627000,0.002349,1830.627000,0.002349,1830.627000,0.002197,1830.627000,0.002197,1830.627000,0.002262,1830.627000,0.002262,1830.627000,0.002270,1830.627000,0.002270,1830.62700,0.00284,1830.62700,0.00284,1830.627000,-0.002493,1830.627000,-0.002493,1830.627000,0.002279,1830.627000,0.002279,,,,,,
1831.109000,0.012847,1831.109000,0.030596,1831.109000,0.030596,1831.109000,0.012847,,,,,,,,,1831.109000,0.027724,1831.109000,0.021040,1831.109000,0.027724,1831.109000,0.021040,,,,,1831.109000,0.002003,1831.109000,0.002003,,,,,,,1831.10900000,0.00218098,1831.10900000,0.00218098,1831.10900000,0.00319668,1831.10900000,0.00319668,1831.109000,0.002847,1831.109000,0.002847,1831.109000,0.002353,1831.109000,0.002353,1831.109000,0.002308,1831.109000,0.002308,1831.109000,0.002331,1831.109000,0.002331,1831.109000,0.002280,1831.109000,0.002280,1831.109000,0.002477,1831.109000,0.002477,1831.109000,0.002283,1831.109000,0.002283,1831.109000,0.002328,1831.109000,0.002328,1831.109000,0.002188,1831.109000,0.002188,1831.109000,0.002267,1831.109000,0.002267,1831.109000,0.002234,1831.109000,0.002234,1831.10900,0.00278,1831.10900,0.00278,1831.109000,-0.002558,1831.109000,-0.002558,1831.109000,0.002249,1831.109000,0.002249,,,,,,
1831.592000,0.012788,1831.592000,0.030513,1831.592000,0.030513,1831.592000,0.012788,,,,,,,,,1831.592000,0.027641,1831.592000,0.020939,1831.592000,0.027641,1831.592000,0.020939,,,,,1831.592000,0.001974,1831.592000,0.001974,,,,,,,1831.59200000,0.00215341,1831.59200000,0.00215341,1831.59200000,0.00308224,1831.59200000,0.00308224,1831.592000,0.002781,1831.592000,0.002781,1831.592000,0.002332,1831.592000,0.002332,1831.592000,0.002301,1831.592000,0.002301,1831.592000,0.002300,1831.592000,0.002300,1831.592000,0.002236,1831.592000,0.002236,1831.592000,0.002449,1831.592000,0.002449,1831.592000,0.002266,1831.592000,0.002266,1831.592000,0.002315,1831.592000,0.002315,1831.592000,0.002177,1831.592000,0.002177,1831.592000,0.002274,1831.592000,0.002274,1831.592000,0.002197,1831.592000,0.002197,1831.59200,0.00271,1831.59200,0.00271,1831.592000,-0.002615,1831.592000,-0.002615,1831.592000,0.002218,1831.592000,0.002218,,,,,,
1832.074000,0.012737,1832.074000,0.030433,1832.074000,0.030433,1832.074000,0.012737,,,,,,,,,1832.074000,0.027573,1832.074000,0.020842,1832.074000,0.027573,1832.074000,0.020842,,,,,1832.074000,0.001940,1832.074000,0.001940,,,,,,,1832.07400000,0.00213270,1832.07400000,0.00213270,1832.07400000,0.00295558,1832.07400000,0.00295558,1832.074000,0.002741,1832.074000,0.002741,1832.074000,0.002305,1832.074000,0.002305,1832.074000,0.002293,1832.074000,0.002293,1832.074000,0.002281,1832.074000,0.002281,1832.074000,0.002195,1832.074000,0.002195,1832.074000,0.002417,1832.074000,0.002417,1832.074000,0.002253,1832.074000,0.002253,1832.074000,0.002306,1832.074000,0.002306,1832.074000,0.002160,1832.074000,0.002160,1832.074000,0.002276,1832.074000,0.002276,1832.074000,0.002162,1832.074000,0.002162,1832.07400,0.00265,1832.07400,0.00265,1832.074000,-0.002660,1832.074000,-0.002660,1832.074000,0.002190,1832.074000,0.002190,,,,,,
1832.556000,0.012696,1832.556000,0.030368,1832.556000,0.030368,1832.556000,0.012696,,,,,,,,,1832.556000,0.027525,1832.556000,0.020763,1832.556000,0.027525,1832.556000,0.020763,,,,,1832.556000,0.001907,1832.556000,0.001907,,,,,,,1832.55600000,0.00212041,1832.55600000,0.00212041,1832.55600000,0.00283337,1832.55600000,0.00283337,1832.556000,0.002733,1832.556000,0.002733,1832.556000,0.002273,1832.556000,0.002273,1832.556000,0.002282,1832.556000,0.002282,1832.556000,0.002274,1832.556000,0.002274,1832.556000,0.002159,1832.556000,0.002159,1832.556000,0.002380,1832.556000,0.002380,1832.556000,0.002243,1832.556000,0.002243,1832.556000,0.002298,1832.556000,0.002298,1832.556000,0.002140,1832.556000,0.002140,1832.556000,0.002268,1832.556000,0.002268,1832.556000,0.002130,1832.556000,0.002130,1832.55600,0.00260,1832.55600,0.00260,1832.556000,-0.002694,1832.556000,-0.002694,1832.556000,0.002165,1832.556000,0.002165,,,,,,
1833.038000,0.012665,1833.038000,0.030325,1833.038000,0.030325,1833.038000,0.012665,,,,,,,,,1833.038000,0.027499,1833.038000,0.020711,1833.038000,0.027499,1833.038000,0.020711,,,,,1833.038000,0.001875,1833.038000,0.001875,,,,,,,1833.03800000,0.00211495,1833.03800000,0.00211495,1833.03800000,0.00272893,1833.03800000,0.00272893,1833.038000,0.002753,1833.038000,0.002753,1833.038000,0.002236,1833.038000,0.002236,1833.038000,0.002267,1833.038000,0.002267,1833.038000,0.002276,1833.038000,0.002276,1833.038000,0.002128,1833.038000,0.002128,1833.038000,0.002341,1833.038000,0.002341,1833.038000,0.002237,1833.038000,0.002237,1833.038000,0.002286,1833.038000,0.002286,1833.038000,0.002118,1833.038000,0.002118,1833.038000,0.002247,1833.038000,0.002247,1833.038000,0.002103,1833.038000,0.002103,1833.03800,0.00256,1833.03800,0.00256,1833.038000,-0.002721,1833.038000,-0.002721,1833.038000,0.002142,1833.038000,0.002142,,,,,,
1833.520000,0.012643,1833.520000,0.030304,1833.520000,0.030304,1833.520000,0.012643,,,,,,,,,1833.520000,0.027491,1833.520000,0.020689,1833.520000,0.027491,1833.520000,0.020689,,,,,1833.520000,0.001845,1833.520000,0.001845,,,,,,,1833.52000000,0.00211192,1833.52000000,0.00211192,1833.52000000,0.00264961,1833.52000000,0.00264961,1833.520000,0.002791,1833.520000,0.002791,1833.520000,0.002196,1833.520000,0.002196,1833.520000,0.002248,1833.520000,0.002248,1833.520000,0.002284,1833.520000,0.002284,1833.520000,0.002101,1833.520000,0.002101,1833.520000,0.002304,1833.520000,0.002304,1833.520000,0.002235,1833.520000,0.002235,1833.520000,0.002266,1833.520000,0.002266,1833.520000,0.002093,1833.520000,0.002093,1833.520000,0.002211,1833.520000,0.002211,1833.520000,0.002078,1833.520000,0.002078,1833.52000,0.00253,1833.52000,0.00253,1833.520000,-0.002745,1833.520000,-0.002745,1833.520000,0.002117,1833.520000,0.002117,,,,,,
1834.002000,0.012629,1834.002000,0.030299,1834.002000,0.030299,1834.002000,0.012629,,,,,,,,,1834.002000,0.027494,1834.002000,0.020693,1834.002000,0.027494,1834.002000,0.020693,,,,,1834.002000,0.001816,1834.002000,0.001816,,,,,,,1834.00200000,0.00210503,1834.00200000,0.00210503,1834.00200000,0.00259534,1834.00200000,0.00259534,1834.002000,0.002833,1834.002000,0.002833,1834.002000,0.002152,1834.002000,0.002152,1834.002000,0.002224,1834.002000,0.002224,1834.002000,0.002293,1834.002000,0.002293,1834.002000,0.002073,1834.002000,0.002073,1834.002000,0.002273,1834.002000,0.002273,1834.002000,0.002235,1834.002000,0.002235,1834.002000,0.002235,1834.002000,0.002235,1834.002000,0.002066,1834.002000,0.002066,1834.002000,0.002163,1834.002000,0.002163,1834.002000,0.002054,1834.002000,0.002054,1834.00200,0.00251,1834.00200,0.00251,1834.002000,-0.002772,1834.002000,-0.002772,1834.002000,0.002087,1834.002000,0.002087,,,,,,
1834.484000,0.012621,1834.484000,0.030302,1834.484000,0.030302,1834.484000,0.012621,,,,,,,,,1834.484000,0.027502,1834.484000,0.020716,1834.484000,0.027502,1834.484000,0.020716,,,,,1834.484000,0.001788,1834.484000,0.001788,,,,,,,1834.48400000,0.00208888,1834.48400000,0.00208888,1834.48400000,0.00255984,1834.48400000,0.00255984,1834.484000,0.002865,1834.484000,0.002865,1834.484000,0.002105,1834.484000,0.002105,1834.484000,0.002194,1834.484000,0.002194,1834.484000,0.002299,1834.484000,0.002299,1834.484000,0.002041,1834.484000,0.002041,1834.484000,0.002251,1834.484000,0.002251,1834.484000,0.002234,1834.484000,0.002234,1834.484000,0.002196,1834.484000,0.002196,1834.484000,0.002035,1834.484000,0.002035,1834.484000,0.002108,1834.484000,0.002108,1834.484000,0.002030,1834.484000,0.002030,1834.48400,0.00249,1834.48400,0.00249,1834.484000,-0.002800,1834.484000,-0.002800,1834.484000,0.002052,1834.484000,0.002052,,,,,,
1834.966000,0.012615,1834.966000,0.030303,1834.966000,0.030303,1834.966000,0.012615,,,,,,,,,1834.966000,0.027506,1834.966000,0.020747,1834.966000,0.027506,1834.966000,0.020747,,,,,1834.966000,0.001757,1834.966000,0.001757,,,,,,,1834.96600000,0.00206072,1834.96600000,0.00206072,1834.96600000,0.00253372,1834.96600000,0.00253372,1834.966000,0.002875,1834.966000,0.002875,1834.966000,0.002058,1834.966000,0.002058,1834.966000,0.002158,1834.966000,0.002158,1834.966000,0.002302,1834.966000,0.002302,1834.966000,0.002002,1834.966000,0.002002,1834.966000,0.002237,1834.966000,0.002237,1834.966000,0.002230,1834.966000,0.002230,1834.966000,0.002154,1834.966000,0.002154,1834.966000,0.001998,1834.966000,0.001998,1834.966000,0.002053,1834.966000,0.002053,1834.966000,0.002007,1834.966000,0.002007,1834.96600,0.00246,1834.96600,0.00246,1834.966000,-0.002827,1834.966000,-0.002827,1834.966000,0.002013,1834.966000,0.002013,,,,,,
1835.449000,0.012604,1835.449000,0.030293,1835.449000,0.030293,1835.449000,0.012604,,,,,,,,,1835.449000,0.027503,1835.449000,0.020778,1835.449000,0.027503,1835.449000,0.020778,,,,,1835.449000,0.001723,1835.449000,0.001723,,,,,,,1835.44900000,0.00202183,1835.44900000,0.00202183,1835.44900000,0.00250889,1835.44900000,0.00250889,1835.449000,0.002858,1835.449000,0.002858,1835.449000,0.002013,1835.449000,0.002013,1835.449000,0.002117,1835.449000,0.002117,1835.449000,0.002300,1835.449000,0.002300,1835.449000,0.001956,1835.449000,0.001956,1835.449000,0.002228,1835.449000,0.002228,1835.449000,0.002221,1835.449000,0.002221,1835.449000,0.002115,1835.449000,0.002115,1835.449000,0.001955,1835.449000,0.001955,1835.449000,0.002008,1835.449000,0.002008,1835.449000,0.001984,1835.449000,0.001984,1835.44900,0.00243,1835.44900,0.00243,1835.449000,-0.002849,1835.449000,-0.002849,1835.449000,0.001976,1835.449000,0.001976,,,,,,
1835.931000,0.012578,1835.931000,0.030270,1835.931000,0.030270,1835.931000,0.012578,,,,,,,,,1835.931000,0.027491,1835.931000,0.020802,1835.931000,0.027491,1835.931000,0.020802,,,,,1835.931000,0.001687,1835.931000,0.001687,,,,,,,1835.93100000,0.00197626,1835.93100000,0.00197626,1835.93100000,0.00248069,1835.93100000,0.00248069,1835.931000,0.002814,1835.931000,0.002814,1835.931000,0.001973,1835.931000,0.001973,1835.931000,0.002074,1835.931000,0.002074,1835.931000,0.002291,1835.931000,0.002291,1835.931000,0.001907,1835.931000,0.001907,1835.931000,0.002219,1835.931000,0.002219,1835.931000,0.002203,1835.931000,0.002203,1835.931000,0.002085,1835.931000,0.002085,1835.931000,0.001908,1835.931000,0.001908,1835.931000,0.001978,1835.931000,0.001978,1835.931000,0.001965,1835.931000,0.001965,1835.93100,0.00240,1835.93100,0.00240,1835.931000,-0.002864,1835.931000,-0.002864,1835.931000,0.001945,1835.931000,0.001945,,,,,,
